State,City,Water Source,Pollutant Type,Pollution Level,pH,Dissolved Oxygen,Temperature,Year,Safe Limit
Assam,Jorhat,reservoir,Fluoride,Low,7.01,5.76,21.4,2019,Yes
Madhya Pradesh,,borewell,Chromium,Severe,7.8,6.83,22.6,2015,Yes
Gujarat,Bhavnagar,Borewell,Cadmium,LOW,6.86,4.91,18.8,2019,Yes
Madhya Pradesh,Indore,Well,,High,7.56,5.36,25.0,2019,No
Madhya Pradesh,Bhopal,CANAL,Industrial Waste,high,6.75,4.96,18.0,2017,No
Odisha,Sambalpur,Borewell,Nitrate,SEVERE,7.51,6.57,28.3,2020,Yes
Madhya Pradesh,Indore,Borewell,Lead,Severe,7.2,7.69,21.4,2018,Yes
Punjab,Amritsar,Reservoir,Pesticides,LOW,6.85,5.64,27.8,2022,No
Gujarat,Surat,well,mercury,LOW,9.32,4.05,32.2,2018,No
Odisha,Rourkela,River,Chromium,High,5.82,4.88,24.2,2019,No
West Bengal,Asansol,Canal,lead,Severe,5.73,3.16,30.6,2023,No
Kerala,Kozhikode,Well,Arsenic,Severe,6.15,8.41,22.4,2017,Yes
Maharashtra,Nagpur,RIVER,Mercury,Severe,7.48,4.05,22.9,2024,Yes
Tamil Nadu,Trichy,Canal,Mercury,Low,7.13,7.03,27.5,2021,YES
Rajasthan,Udaipur,Borewell,ARSENIC,Severe,7.05,4.94,29.7,2017,Yes
Tamil Nadu,Trichy,groundwater,Fluoride,Low,6.2,6.42,24.2,2024,Yes
Assam,Silchar,Borewell,INDUSTRIAL WASTE,High,7.03,7.07,27.7,2024,Yes
Bihar,Darbhanga,Reservoir,Fluoride,Severe,6.56,7.2,27.5,2021,No
Maharashtra,Pune,Canal,Arsenic,High,7.04,6.8,22.2,2022.0,no
Karnataka,Belgaum,River,Arsenic,Low,6.52,2.77,25.6,2024,No
Karnataka,Belgaum,Well,Lead,Medium,7.0,5.19,21.7,2021,No
Maharashtra,Pune,GROUNDWATER,arsenic,High,6.71,5.88,29.1,2023,Yes
Uttar Pradesh,Kanpur,Reservoir,Mercury,High,6.02,3.55,27.4,2017,Yes
Gujarat,Vadodara,River,Sewage,low,7.75,4.37,28.3,2017,No
Punjab,Chandigarh,canal,FLUORIDE,High,6.29,3.1,14.8,2021,No
Bihar,Darbhanga,Groundwater,Chromium,high,6.27,6.99,,2020,NO
Maharashtra,Mumbai,Lake,Plastic Waste,medium,6.25,,26.9,2017,yes
Bihar,Patna,Pond,industrial waste,Severe,6.8,9.18,20.6,2020,Yes
Karnataka,Belgaum,Well,Mercury,High,7.07,9.67,14.7,2018,No
West Bengal,Kolkata,River,Nitrate,Low,7.74,5.66,22.5,2018,Yes
Odisha,Rourkela, Lake ,Chromium,Low,5.96,0.5,20.0,2019,No
Gujarat,Vadodara,reservoir,Fluoride,Medium,5.87,2.74,31.9,2018.0,Yes
Gujarat,Surat,Well,Pesticides,Severe,7.46,4.19,34.8,2017,Yes
Haryana,Panipat,Groundwater,Industrial Waste,Low,7.1,7.31,26.6,2015,No
Bihar,Muzaffarpur,Canal,Lead,Low,7.19,3.17,21.3,2024,Yes
Kerala,Thrissur,Well,Mercury,Severe,6.89,8.22,27.2,2022,Yes
Madhya Pradesh,Bhopal,river,Lead,low,6.24,4.45,21.6,2024,No
Karnataka,Belgaum,Groundwater,Plastic Waste,Severe,5.51,,22.7,2021,No
Maharashtra,Mumbai,WELL,Industrial Waste,LOW,6.32,6.93,16.6,2021,Yes
Karnataka,Belgaum,Borewell,Plastic Waste,high,7.71,7.15,19.1,2019,No
Uttar Pradesh,Varanasi,Pond,Industrial Waste,Medium,6.05,5.04,25.5,2015,No
Karnataka,Belgaum,Reservoir,Cadmium,Medium,6.47,3.24,26.0,2018,No
Bihar,Patna,Canal,Sewage,High,5.96,2.46,15.0,2018,Yes
Tamil Nadu,Coimbatore,Reservoir,Lead,Severe,5.6,5.86,24.5,2019,No
West Bengal,Asansol,Groundwater,Pesticides,Severe,8.45,7.87,32.2,2016,Yes
Punjab,Patiala,LAKE,sewage,Low,7.55,6.53,26.0,2021,Yes
Odisha,Berhampur, Borewell ,Industrial Waste,Low,7.26,4.4,25.8,2020,Yes
Odisha,Cuttack,Canal,Pesticides,severe,6.5,5.24,28.2,2016,No
Karnataka,Mangalore,Canal,Cadmium,high,7.13,9.67,26.0,2015,Yes
Tamil Nadu,Salem,Well,nitrate,Low,7.56,4.83,25.9,2022,No
Maharashtra,Mumbai,River,Industrial Waste,Low,6.66,5.92,27.2,2016,yes
Bihar,Gaya,pond,Pesticides,Severe,7.84,6.21,,2020,Yes
,Nagaon,Lake,Mercury,Medium,7.37,5.08,19.5,2021,Yes
Tamil Nadu,Salem,River,Cadmium,High,5.76,6.44,33.3,2020,yes
Karnataka,Mangalore,Canal,Chromium,Medium,8.75,3.7,20.6,2019,Yes
Gujarat,Bhavnagar,Lake,INDUSTRIAL WASTE,high,6.61,5.04,23.7,2020,No
Assam,Nagaon,River,PESTICIDES,Medium,7.77,3.53,28.5,2023,Yes
Odisha,Berhampur,Reservoir,Industrial Waste,Medium,5.31,2.68,20.8,2018,No
Odisha,Bhubaneswar,Lake,plastic waste,Medium,6.31,8.5,22.1,2017,yes
Odisha,Sambalpur,Lake,Fluoride,HIGH,7.17,6.31,32.5,2023.0,YES
Uttar Pradesh,Kanpur,Lake,Sewage,High,7.1,10.19,25.0,2023,Yes
Uttar Pradesh,Kanpur,GROUNDWATER,Cadmium,High,8.75,2.36,24.5,2019,Yes
Bihar,Gaya,Canal,Arsenic,,7.38,4.65,23.9,2018,no
Assam,Silchar,canal,mercury,High,6.11,1.44,,2018,Yes
Haryana,Faridabad,Borewell,cadmium,Severe,6.26,7.64,23.3,2017,Yes
Madhya Pradesh,Jabalpur,Canal,fluoride,Low,7.7,4.51,19.9,2019,No
Bihar,Patna,Pond,Nitrate,Medium,7.45,2.45,23.1,2020,Yes
Haryana,Karnal,Well,Pesticides,High,6.52,4.88,22.1,2019,No
Maharashtra,Nagpur,Pond,Industrial Waste,Low,6.83,5.27,24.2,2023,Yes
Madhya Pradesh,Jabalpur,reservoir,LEAD,Medium,7.72,7.05,16.9,2016,no
Gujarat,Rajkot,Borewell,Cadmium,medium,7.07,3.95,31.6,2015,Yes
Odisha,Bhubaneswar, Reservoir ,mercury,,7.7,3.94,29.7,2023,Yes
Delhi,Dwarka,Canal,Fluoride,High,6.3,5.85,19.1,2016,Yes
Gujarat,Rajkot,Borewell,Fluoride,Severe,8.16,4.36,29.6,2018,Yes
Madhya Pradesh,Jabalpur,River,Cadmium,Low,7.55,5.44,28.2,2023,No
Gujarat,Ahmedabad,GROUNDWATER,Plastic Waste,High,7.77,3.29,31.3,2023,No
Assam,Dibrugarh,Borewell,Pesticides,Severe,6.78,7.24,29.9,2018,Yes
Punjab,Chandigarh,canal,Cadmium,High,7.04,3.87,29.9,2020,No
Punjab,Jalandhar,River,Cadmium,Low,9.25,5.58,20.8,2022,no
Assam,Silchar,Canal,Nitrate,High,6.85,7.93,12.2,2024,No
Karnataka,Bengaluru,Groundwater,Cadmium,High,6.56,7.38,27.4,2016,No
Delhi,Rohini,Groundwater,FLUORIDE,Medium,5.83,6.31,22.2,2017,No
Rajasthan,Udaipur,Canal,Cadmium,Medium,6.87,5.2,24.2,2022,Yes
Punjab,Amritsar,Reservoir,Sewage,Severe,5.91,6.29,17.1,2018,Yes
Assam,Dibrugarh,Reservoir,SEWAGE,high,7.4,2.92,19.8,2020,Yes
Kerala,,Groundwater,Arsenic,Medium,6.95,7.63,25.7,2016,No
West Bengal,Asansol,River,Chromium,Low,6.04,2.75,20.5,2022,NO
Karnataka,Hubli,canal,Arsenic,Severe,7.39,6.75,24.9,2016,No
Maharashtra,Mumbai,Well,Industrial Waste,Severe,6.42,7.09,17.2,2021,no
Gujarat,Vadodara,Groundwater,Plastic Waste, High ,8.67,5.31,17.8,2015,No
Bihar,Bhagalpur,Groundwater,Pesticides,Low,6.09,2.13,22.2,2021,Yes
Rajasthan,Kota,Groundwater,Plastic Waste,High,7.32,8.16,21.4,2023,No
Gujarat,Surat,WELL, Arsenic ,Severe,7.64,5.25,20.8,2019,Yes
Maharashtra,Aurangabad,Canal,Lead,High,9.07,4.85,21.8,2016,No
Delhi,New Delhi,RIVER,Sewage,Severe,7.76,5.31,21.6,2019,No
Karnataka,Mangalore,Pond,Plastic Waste,High,8.23,6.75,25.4,2019,No
Uttar Pradesh,Noida,Reservoir,Chromium,Low,7.15,7.59,,2022,No
Kerala,Kozhikode,Reservoir,plastic waste,Severe,5.61,6.39,28.2,2019,Yes
,Dibrugarh,Lake,Lead,Low,6.93,7.55,25.8,2016,No
Assam,Dibrugarh,Reservoir,Pesticides,High,7.17,6.0,25.6,2018,Yes
Gujarat,Surat,Groundwater,, Medium ,7.25,5.22,26.2,2019,Yes
Maharashtra,Aurangabad,Pond,chromium,Medium,7.02,6.35,17.2,2015,NO
Karnataka,Mangalore,Groundwater,Arsenic,High,7.25,4.89,23.8,2015,No
Haryana,Gurugram,Canal,Industrial Waste,Medium,7.7,5.55,19.5,2024,Yes
Odisha,Cuttack,Canal,Sewage,Medium,8.24,5.25,28.8,2022.0,Yes
Punjab,Amritsar,Groundwater,PLASTIC WASTE,High,7.49,6.49,22.7,2023,YES
Maharashtra,Nagpur,River,fluoride,Severe,7.39,5.54,27.4,2015,Yes
Kerala,Kollam,Borewell,arsenic,HIGH,7.8,4.41,23.0,2023,No
Gujarat,Bhavnagar,groundwater,Arsenic,Severe,7.95,5.68,22.9,2023,Yes
Assam,Jorhat,Well,mercury,Severe,6.47,6.09,30.3,2024,No
Madhya Pradesh,Indore,Lake,ARSENIC,Low,6.8,4.95,30.8,2018,No
Madhya Pradesh,Bhopal,Lake,Sewage,Low,8.39,7.29,28.5,2018,Yes
Bihar,Gaya,pond,Sewage,Low,5.43,6.39,25.9,2015,No
Maharashtra,Mumbai,Borewell,Industrial Waste,High,5.27,2.85,25.7,2018.0,No
Madhya Pradesh,Gwalior,Groundwater,Lead,Severe,6.28,8.17,22.6,2022,Yes
Madhya Pradesh,Gwalior,RIVER,Nitrate,High,6.29,4.26,19.4,2021,Yes
West Bengal,Howrah,Pond, Nitrate ,SEVERE,5.37,6.03,24.7,2018,Yes
Gujarat,Rajkot,River,Chromium,Medium,6.98,5.11,24.3,2023,No
Punjab,Amritsar,Groundwater,Industrial Waste,Low,7.41,1.74,21.1,2017,Yes
West Bengal,Howrah,reservoir,Fluoride,High,5.78,6.84,27.2,2017,Yes
Delhi,Rohini,River,fluoride,Severe,7.76,4.54,23.5,2017,No
Bihar,Patna,POND,Lead,Medium,7.14,5.85,23.9,2017,No
Haryana,Ambala,Canal, Chromium ,Severe,6.44,7.12,19.9,2015,Yes
Rajasthan,Kota,Lake,Pesticides,Severe,7.49,5.51,21.8,2021,No
Haryana,Panipat,Lake,Chromium,medium,6.21,6.84,20.8,2018,No
Maharashtra,Aurangabad,Pond,,High,8.12,6.14,15.0,2021,Yes
Uttar Pradesh,Lucknow,Lake,Nitrate,Low,5.95,4.91,29.5,2023,No
Odisha,Cuttack,Canal,Mercury,HIGH,6.83,2.62,35.4,2018,No
Uttar Pradesh,Varanasi,CANAL,,High,8.65,4.76,27.6,2019,No
Assam,Silchar,Lake,Fluoride,HIGH,6.49,3.38,24.2,2015,No
Maharashtra,Nagpur,Lake,Arsenic,Severe,6.18,5.73,21.5,2015.0,No
Madhya Pradesh,Gwalior,River,Cadmium,Medium,7.25,0.69,15.2,2019,Yes
Punjab,Chandigarh,Pond,Plastic Waste,Medium,7.19,6.15,19.4,2018,No
Delhi,Rohini,Borewell,PESTICIDES,Medium,7.59,4.79,32.0,2023,Yes
Karnataka,Bengaluru,River,Nitrate,High,6.97,6.69,29.5,2023,Yes
Gujarat,Rajkot,Well,Industrial Waste,Severe,6.49,2.93,29.9,2015,Yes
West Bengal,Siliguri,Groundwater,Pesticides,High,6.82,5.13,20.3,2023,No
Assam,Jorhat,Groundwater,PESTICIDES,Low,6.27,3.24,22.8,2022,No
Kerala,Kozhikode, Canal ,Mercury,High,8.31,5.02,37.6,2024,Yes
West Bengal,Kolkata,RIVER,Mercury,Severe,6.94,5.65,22.6,2021,yes
Haryana,Karnal,Reservoir,Industrial Waste,HIGH,6.1,6.74,21.8,2018,Yes
Gujarat,,Lake,Arsenic,LOW,7.08,4.7,24.0,2015,Yes
Kerala,Kochi,Well,Pesticides,Severe,6.42,6.15,31.7,2021,Yes
Tamil Nadu,Salem,Lake,Mercury,Severe,6.69,5.47,22.5,2017,No
Kerala,Thrissur,Reservoir,Chromium,Low,7.14,6.99,19.7,2019,no
Rajasthan,Jodhpur,river,INDUSTRIAL WASTE,HIGH,5.16,7.59,22.3,2020,NO
Uttar Pradesh,Noida,Pond,Chromium,MEDIUM,7.2,7.38,32.4,2017,Yes
Gujarat,Bhavnagar,river,FLUORIDE,High,6.57,5.42,30.7,2015,No
Karnataka,Hubli,Canal,Sewage,Medium,6.86,4.34,32.3,2023,No
Bihar,Bhagalpur,Pond,Nitrate, Medium ,6.65,8.63,26.1,2022,Yes
Delhi,New Delhi,CANAL,Nitrate,Severe,6.51,5.7,18.2,2017,No
Punjab,Jalandhar,Borewell,Industrial Waste,Severe,5.76,4.88,29.7,2022,No
Uttar Pradesh,Noida,Groundwater,Plastic Waste,Low,5.9,6.78,22.8,2017,No
Kerala,Kozhikode,Pond,CHROMIUM,Medium,7.36,3.35,26.2,2016,Yes
Uttar Pradesh,Agra,Borewell,fluoride,Medium,7.58,3.65,21.6,2017,NO
Karnataka,Mangalore,WELL,Nitrate,Severe,6.96,6.78,38.0,2020.0,Yes
Gujarat,Surat,Lake,Plastic Waste,Low,6.96,5.55,14.4,2022,Yes
Maharashtra,Nashik,Reservoir,Arsenic,low,7.91,4.26,35.3,2016,No
Madhya Pradesh,Ujjain,canal,Cadmium,Low,7.74,7.22,30.1,2017,Yes
Kerala,Kozhikode,Pond,Industrial Waste,Medium,7.84,3.04,22.9,2016,Yes
Assam,Jorhat,Groundwater,Lead,Low,6.05,5.97,21.1,2016,No
Kerala,Kollam,Groundwater,Lead,Low,6.35,4.67,29.3,2018,Yes
Odisha,Bhubaneswar,Reservoir,fluoride,High,6.08,7.71,19.2,2023,Yes
Uttar Pradesh,Noida,Pond,Chromium,Medium,7.57,5.02,26.8,2022,No
Assam,Silchar,Borewell,Fluoride,Medium,6.61,,22.5,2019,No
Rajasthan,Udaipur,Reservoir,Arsenic,Medium,8.01,4.31,21.4,2020,Yes
West Bengal,Howrah,Pond,PESTICIDES,Medium,6.11,5.95,18.1,2017,No
Haryana,Karnal,LAKE,Pesticides,Medium,6.81,7.43,35.8,2017,Yes
Bihar,Darbhanga,Canal,mercury,Severe,6.67,6.41,26.6,2022,Yes
Delhi,New Delhi,Groundwater,Sewage,MEDIUM,6.99,5.19,30.7,2023,No
Odisha,Berhampur,Groundwater,Lead,High,8.07,5.35,18.4,2015,Yes
Uttar Pradesh,Lucknow,River,Lead,Severe,,5.66,18.8,2024,No
Uttar Pradesh,Agra,Borewell,Lead,Severe,8.18,7.61,17.7,2023,No
Haryana,Ambala,Pond,Mercury,Severe,6.66,5.41,25.2,2020,No
West Bengal,Asansol,well,Mercury,Low,7.95,7.07,22.4,2015,No
Maharashtra,Pune,River,Cadmium,Severe,7.43,2.36,21.3,2017,no
Punjab,Amritsar,Canal,Mercury,Low,7.4,4.58,24.2,2018,Yes
Delhi,Rohini,Lake,Chromium,High,6.43,5.43,26.8,2022,Yes
Assam,Dibrugarh,Pond,sewage,Low,6.42,6.03,22.8,2017,No
Gujarat,Surat,River,Plastic Waste,Severe,6.87,7.08,28.0,2021,Yes
Bihar,Gaya,reservoir,PLASTIC WASTE,HIGH,7.92,9.05,25.9,2024,Yes
Odisha,Rourkela,Lake,Industrial Waste,High,6.99,3.48,23.7,2020,No
Karnataka,Bengaluru,Lake,Arsenic,MEDIUM,8.01,9.68,25.0,2015,Yes
Gujarat,Ahmedabad,Groundwater,cadmium,High,9.3,4.48,24.9,2018,No
Assam,Dibrugarh,Reservoir,Plastic Waste,Medium,6.98,7.61,26.7,2024,No
Rajasthan,Jodhpur,Reservoir,Plastic Waste,Severe,,4.89,25.2,2016,Yes
Rajasthan,Bikaner,Groundwater,Mercury,Medium,6.15,5.24,18.0,2024,No
Uttar Pradesh,Agra,Canal,Nitrate,high,8.37,5.08,22.8,2021,No
Madhya Pradesh,Jabalpur,Lake,CHROMIUM, High ,6.49,4.0,26.4,2015,No
Maharashtra,Mumbai,CANAL,Arsenic,Medium,6.79,4.46,31.4,2024,No
Bihar,Bhagalpur,Canal,Lead,Medium,7.88,2.98,26.9,2015,no
Odisha,Sambalpur,Reservoir,Plastic Waste,LOW,6.65,7.41,27.1,2023.0,No
Punjab,Ludhiana,Pond,Pesticides, Medium ,7.33,6.2,23.7,2023,No
Gujarat,Vadodara,Groundwater,Lead,LOW,7.87,3.17,18.1,2024,No
Madhya Pradesh,Bhopal,Well,Fluoride,,5.73,7.26,22.6,2023,No
West Bengal,Durgapur,Lake,Lead,Medium,6.84,7.09,27.3,2021,Yes
Bihar,Darbhanga,River,SEWAGE,Severe,5.76,3.81,26.6,2019,No
Delhi,Dwarka,GROUNDWATER,Arsenic,Low,8.57,3.26,,2021,Yes
Delhi,Dwarka,BOREWELL,Arsenic,High,7.66,3.82,24.2,2024,No
Kerala,Kochi,borewell,Pesticides,Severe,8.11,3.57,27.4,2018,YES
Kerala,Kollam,Reservoir,SEWAGE,Low,6.16,2.81,20.7,2023,No
West Bengal,Siliguri,Groundwater,Arsenic,Medium,7.76,4.84,9.5,2023,No
Kerala,Kochi,Well,Industrial Waste,Medium,9.02,6.36,23.2,2020,No
Bihar,Muzaffarpur,Lake,Pesticides,Severe,6.34,7.4,28.8,2020,No
Assam,Nagaon,Borewell,Fluoride,Medium,5.5,5.38,17.9,2016,Yes
Delhi,Karol Bagh,Borewell,Arsenic,Medium,7.17,4.54,26.4,2023,No
Maharashtra,Nashik,pond,Lead,Severe,7.56,8.45,25.9,2023,Yes
Odisha,Bhubaneswar,Borewell,Mercury,Low,7.01,3.35,22.7,2020,No
Assam,Jorhat,Borewell,Arsenic,Low,6.75,7.72,20.0,2017,YES
Rajasthan,Jodhpur,Groundwater,Nitrate,High,7.82,5.17,18.0,2018.0,Yes
Delhi,New Delhi,Canal,Industrial Waste,Severe,9.25,3.6,22.2,2019,No
Delhi,Saket,CANAL,Lead,high,7.44,5.83,19.7,2022,Yes
Karnataka,Hubli,Canal,Industrial Waste,High,6.63,7.31,18.4,2023,No
Delhi,Karol Bagh,Lake,INDUSTRIAL WASTE,Medium,8.45,4.92,30.1,2022,Yes
Kerala,Kollam,Borewell,Nitrate,medium,6.96,3.62,26.4,2017,Yes
Punjab,Chandigarh,Canal,Pesticides,Medium,6.66,7.12,24.2,2023,No
Assam,Silchar,Lake,Industrial Waste, Low ,8.03,6.11,21.9,2015,Yes
Assam,Guwahati,River,Industrial Waste,Medium,6.71,7.05,19.1,2017,No
Punjab,Amritsar,Lake,Pesticides,Severe,7.97,6.39,34.4,2023,Yes
Uttar Pradesh,Varanasi,Pond,Arsenic,SEVERE,6.45,8.32,31.2,2016,No
Tamil Nadu,Madurai,Reservoir,Plastic Waste,High,5.94,4.86,32.2,2018,Yes
Maharashtra,Nagpur,Canal,lead,Severe,7.37,2.44,29.1,2015,yes
Uttar Pradesh,,River,Cadmium,low,6.7,4.4,22.5,2020,No
Odisha,Rourkela,Reservoir,PESTICIDES,Medium,6.8,5.0,25.5,2016,Yes
West Bengal,Durgapur,Groundwater,Lead,Severe,6.84,11.0,25.5,2024,
Assam,Nagaon,Lake,Plastic Waste,Medium,5.48,4.65,14.1,2015,yes
Assam,Silchar,Reservoir,Nitrate,Low,6.37,5.44,32.9,2016,Yes
Gujarat,Vadodara,Canal,Plastic Waste,Severe,7.68,4.46,11.0,2021,No
Gujarat,Ahmedabad,BOREWELL,Pesticides,High,7.57,8.64,27.3,2017,Yes
Tamil Nadu,Madurai,Borewell,Cadmium,High,6.48,3.42,28.3,2022,yes
Tamil Nadu,Madurai,Lake,mercury,High,6.9,7.45,24.2,2018,Yes
Tamil Nadu,Trichy,borewell,Mercury,Medium,7.35,7.6,20.4,2017,Yes
Gujarat,Ahmedabad,reservoir,,Medium,7.15,7.41,18.0,2024,Yes
Rajasthan,Bikaner,POND,Chromium,MEDIUM,6.05,3.86,27.8,2024,Yes
Madhya Pradesh,Jabalpur,River,Nitrate,HIGH,7.36,6.91,15.1,2024,No
Punjab,Jalandhar,Well,Fluoride,High,6.59,6.55,25.1,2024,Yes
Kerala,Kozhikode,Pond,mercury,HIGH,7.2,3.52,21.1,2016,No
Tamil Nadu,Coimbatore,Groundwater,Lead,Medium,,2.32,25.6,2016,NO
Madhya Pradesh,Jabalpur,Pond,Sewage,High,6.69,6.0,21.5,2020,Yes
Uttar Pradesh,Lucknow,Borewell,Fluoride,High,8.06,7.56,17.1,2024,No
Karnataka,Mangalore,Pond,Plastic Waste,HIGH,5.89,7.21,32.4,2018.0,Yes
Odisha,Bhubaneswar,reservoir,Nitrate, Medium ,6.01,6.82,29.0,2020,No
Madhya Pradesh,Bhopal,Borewell,Nitrate, Medium ,7.68,1.78,24.1,2018,No
Uttar Pradesh,Noida,Groundwater,Cadmium,Severe,7.42,3.38,24.9,2017,Yes
Karnataka,Mangalore,Borewell,Arsenic,Medium,7.52,7.68,23.9,2017,No
Bihar,Gaya,Borewell,Pesticides,High,5.74,5.31,29.6,2015,
Kerala,Kozhikode,Lake,Sewage,MEDIUM,6.68,4.43,25.6,2019,Yes
Tamil Nadu,Coimbatore,Reservoir,Pesticides,Low,4.5,4.34,20.9,2019,Yes
Punjab,Ludhiana,Borewell,Industrial Waste,Medium,6.55,8.64,36.0,2021,No
Odisha,Bhubaneswar,,Industrial Waste,High,5.35,6.61,29.2,2020,Yes
West Bengal,,Canal,INDUSTRIAL WASTE, High ,8.23,9.04,23.8,2022,Yes
Uttar Pradesh,Varanasi,Lake,Fluoride,Medium,5.14,7.6,20.1,2023,Yes
Kerala,,Pond,SEWAGE,Low,5.43,7.85,15.7,2020,Yes
Madhya Pradesh,Jabalpur,Groundwater,Sewage,Medium,7.15,7.2,26.5,2020,YES
Punjab,Patiala,Reservoir,Plastic Waste,Low,6.75,1.54,14.0,2022,No
Punjab,Chandigarh,Borewell,Plastic Waste,High,6.79,5.64,21.4,2018,No
Gujarat,Surat,Pond,Mercury,Medium,7.93,6.4,25.2,2020,No
Kerala,Kozhikode,River,Fluoride,High,7.4,2.4,20.4,2024,Yes
Karnataka,Mangalore,reservoir,Mercury,HIGH,6.26,4.21,34.2,2018.0,No
Tamil Nadu,Trichy,Lake,Industrial Waste,High,6.82,5.17,16.8,2022,YES
Odisha,Berhampur,Groundwater,Lead,high,7.39,6.94,27.8,2018,No
Maharashtra,Mumbai,RESERVOIR,Mercury,Medium,7.41,8.51,24.0,2024,Yes
Bihar,Darbhanga,Well,Cadmium,Low,6.61,6.42,22.7,2016,Yes
Rajasthan,Bikaner,Canal,Arsenic,severe,7.23,6.96,22.7,2023,No
West Bengal,Durgapur,canal,Cadmium,Severe,7.74,3.58,23.7,2021,No
Delhi,Dwarka,BOREWELL,Sewage,high,7.08,3.97,,2015,No
Punjab,Chandigarh,river,Chromium,High,6.8,5.84,18.3,2016,no
Delhi,New Delhi,River,Chromium,Medium,6.21,2.97,22.9,,No
Tamil Nadu,Trichy,Borewell,NITRATE,MEDIUM,5.78,4.22,33.8,2023,Yes
Assam,Nagaon,Pond,Plastic Waste,Medium,7.09,8.08,22.7,2019,Yes
Maharashtra,Mumbai,Reservoir,Mercury,Severe,7.77,5.98,30.6,2018,No
Madhya Pradesh,Bhopal,Canal,Cadmium,Medium,7.03,7.47,23.6,2015,No
Kerala,Thiruvananthapuram,Pond,Sewage,Medium,7.1,7.62,24.3,2016,yes
Odisha,Sambalpur,WELL,Arsenic,Low,6.72,6.23,23.8,2023,Yes
Punjab,Amritsar,Canal,Sewage,Low,7.26,9.92,20.8,2022,No
Maharashtra,Mumbai,well,Mercury,High,7.56,2.67,20.4,2019,yes
Kerala,Kollam,Pond,Cadmium,Low,7.87,6.27,20.8,2015,Yes
Punjab,Jalandhar,Reservoir,,Medium,7.83,7.33,21.0,2015,Yes
Delhi,Karol Bagh,Lake, Industrial Waste ,Severe,7.03,5.17,30.1,2022,Yes
Tamil Nadu,Madurai,River,Mercury,High,8.88,2.61,24.9,2018,No
Tamil Nadu,Chennai,Well,Fluoride,SEVERE,7.24,4.02,21.4,2022,Yes
West Bengal,Durgapur,Borewell,Fluoride,Medium,5.93,6.72,19.4,2015,Yes
Assam,Jorhat,Well,,LOW,6.12,6.36,26.5,2018.0,NO
Assam,Guwahati,Canal,Pesticides,Severe,7.58,5.65,15.2,2019,no
Assam,Guwahati,Groundwater,Nitrate,Medium,7.98,4.82,24.1,2023,Yes
Delhi,New Delhi,Lake,Industrial Waste, Low ,7.07,2.32,22.5,2021,No
Maharashtra,Nagpur,Borewell,Sewage,Severe,7.37,6.98,33.5,2023,No
Punjab,Ludhiana,Reservoir,Pesticides,Severe,6.23,6.71,24.8,2016,No
Odisha,Cuttack, Borewell ,Fluoride,Severe,7.33,5.72,28.7,2017,No
,Mangalore,borewell,Fluoride,Severe,7.45,2.69,18.1,2023,Yes
Tamil Nadu,Madurai,Well,Lead,Severe,5.1,2.94,24.9,2018,Yes
Punjab,Ludhiana,Groundwater,Arsenic,HIGH,6.67,4.19,25.6,2021,No
Madhya Pradesh,Indore,Borewell,Cadmium,Medium,6.21,3.01,28.6,2023,YES
Tamil Nadu,Coimbatore,River,Chromium,HIGH,6.87,,24.1,2019,No
Maharashtra,Pune,RIVER,Chromium,Medium,6.34,5.65,26.3,2017,Yes
Delhi,Rohini,Reservoir,Chromium,High,5.28,7.86,22.9,2023,No
Bihar,Bhagalpur,Well,NITRATE,Severe,6.19,6.58,19.3,2015.0,yes
Maharashtra,Aurangabad,Reservoir,Nitrate,High,7.42,3.04,28.2,2024,No
Assam,Jorhat,canal,Fluoride,Severe,8.45,1.75,30.0,2019,No
Uttar Pradesh,Agra,Reservoir,Lead,Severe,8.04,9.76,22.1,2023,Yes
Punjab,Chandigarh,Groundwater,Mercury,High,7.36,9.62,15.2,2019,Yes
Bihar,Bhagalpur,Pond,Cadmium,Low,8.39,9.11,34.3,2015,No
Gujarat,Vadodara,Groundwater,Sewage,Medium,7.16,5.94,22.9,2024,No
Tamil Nadu,Coimbatore,Borewell,Nitrate,Low,6.18,6.59,15.9,2015,Yes
West Bengal,Howrah,Groundwater,Industrial Waste,HIGH,6.91,4.75,19.3,2020,No
Uttar Pradesh,Kanpur,pond,Cadmium,MEDIUM,8.01,8.38,31.6,2017,Yes
Karnataka,Bengaluru,Canal,Arsenic,Severe,7.65,5.59,27.7,2016,No
Assam,Jorhat,Borewell,Cadmium,High,7.8,5.22,14.9,2018,no
Tamil Nadu,Madurai,well,Lead,Severe,6.43,5.33,29.1,2017,No
Rajasthan,Jaipur, Well ,Chromium,Medium,6.6,5.14,25.8,2017,YES
Maharashtra,Nashik,Well,Nitrate,medium,6.2,2.93,24.3,2017,No
Punjab,Chandigarh,Reservoir,Fluoride,Medium,6.98,5.68,29.8,2019,No
Gujarat,Ahmedabad,Groundwater,Industrial Waste,low,6.35,5.82,21.3,2023,Yes
Tamil Nadu,Chennai,Canal,Arsenic,Severe,8.6,3.35,28.6,2024,No
Rajasthan,Bikaner,Pond,Arsenic,Severe,5.81,6.89,24.0,2022,No
Delhi,Karol Bagh,Canal,Chromium,Low,8.71,5.39,20.5,2016,Yes
Uttar Pradesh,Agra,Groundwater, Cadmium ,Low,6.3,5.54,26.5,2017,Yes
